row_ID	ut	title	journal	date	doi	tot_cites	abstract	authors	n_aut	authors_id	author_country	keywords	Publication_year	Assignment	Analysis	Geography	Geography_verbatim	Year	Domain	Habitat_verbatim	Method_data_collection	Method_AI_title	Method_Omics_title	Method_verbatim	Title_biodiversity_string	Title_geo	Title_taxon	Title_hab	Taxon_specific	Taxonomic_div	Phylogenetic_div	Functional_div	Other_div	Other_diversity_string	Acanthocephala	Acoelomorpha	Annelida	Arthropoda	Brachiopoda	Bryozoa	Chaetognatha	Chordata	Cnidaria	Ctenophora	Cycliophora	Echinodermata	Entoprocta	Gastrotricha	Gnathostomulida	Hemichordata	Kinorhyncha	Loricifera	Micrognathozoa	Mollusca	Nematoda	Nematomorpha	Nemertea	Onychophora	Orthonectida	Phoronida	Placozoa	Platyhelminthes	Porifera	Priapulida	Rhombozoa	Rotifera	Sipuncula	Tardigrada	Xenoturbellida	Algae	Bryophyta	Pteridophyta	Gimnosperm	Angiosperms	Opisthosporidia	Chytridiomycota	Neocallimastigomycota	Blastocladiomycota	Zoopagomycota	Mucoromycota	Glomeromycota	Basidiomycota	Ascomycota	Protista	Bacteria	Archaea	Virus	Animal_generic	Plant_generic	Fungi_generic	Note
2890	WOS:000181689600010	Polychaetes as surrogates for marine biodiversity: lower taxonomic resolution and indicator groups	Biodiversity and Conservation	05/01/2003	NA	132	Due to conservation needs, reliable rapid-assessment methods for mapping of biodiversity are needed. One approach is to use surrogates, i.e. quantities that correlate strongly with the number of species, but are easier to obtain. The purpose of this paper is to test two polychaete surrogates, one for higher taxa and one for indicator groups, that will facilitate prediction of species richness in marine soft-bottom communities. Soft sediment is an important habitat which covers most of the ocean bottom. Data on polychaetes from the North Atlantic were used since polychaetes are often numerically dominant in the benthic assemblages, both with regard to the number of species and their abundance. In the polychaete assemblages along the Norwegian coast, richness at the genus, family and order level were significantly, linearly correlated to total species richness (r greater than or equal to 0.92). Polychaetes in the order Terebellida were found to be a good indicator of polychaete species richness and to a lesser extent also of whole benthic assemblages. The group Terebellida is potentially well suited as an indicator group, since it contains long-lived, large species that are easy to sort from the sediment and it is well defined taxonomically. Although promising as proxies for species richness in marine biodiversity studies, the use of lower taxonomic resolution and indicator groups requires further investigations in more local areas where there are conservation issues.	Olsgard, F ; Brattegard, T ; Holthe, T	3	1906576 ; 1568528 ; 40853770	Norway ; Norway ; Norway	biodiversity ; indicators ; polychaetes ; rapid assessment ; species richness ; surrogates ; taxonomic resolution	2003	Fernando Urbano	yes	Palearctic	North Atlantic	NA	Saltwater	Benthos	Big data ; Review/Opinion	0	0	Extracting data from published datasets	Marine biodiversity	0	1	1	Polychaetes	1	0	0	0	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
3690	WOS:000463127200052	What should we conserve? Farmer narratives on biodiversity values in the McLaren Vale, South Australia	Land Use Policy	04/01/2019	10.1016/j.landusepol.2019.02.036	6	Major challenges are emerging to integrate private lands into whole-of-landscape conservation policy, especially if definitions of biodiversity and conceptions of conservation alienate farming communities. Insufficient attention has been paid to the way that farmers perceive and value biodiversity. By undertaking 'walk-and-talk' in-depth interviews with leading farmers in the South Australian viticultural region of the McLaren Vale, seven important narratives were identified on the way that farmers conceive of and exploit biodiversity on-farm. Farmers' conceptions of biodiversity challenge traditional policy divisions between 'natural' and anthropogenic biodiversity and represent a sophisticated understanding of agricultural and regional ecology. While farmers clearly recognise and prioritise important biodiversity values, the dominant policy frameworks are not effectively defining, quantifying or supporting that biodiversity which is constantly being regenerated through farming practices. A range of opportunities for better conservation emerge from a recognition that productive farming activities and associated agricultural biodiversity form a vital part of the region's biocultural heritage. Of particular importance is the need for farmer definitions of biodiversity to be included in policy both to guide new connections between private landowners and biodiversity conservation, and to normalise goals of sustainable environmental management across rural landscapes.	Bardsley, Douglas K. ; Palazzo, Elisa ; Stringer, Randy	3	1214491 ; 3806875 ; 2328896	Australia ; Australia ; Australia	agricultural biodiversity ; conservation ; biocultural ; narratives ; multifunctionality ; south australia	2019	Fernando Urbano	yes	Australasian	McLaren Vale, South Australia	2015	Terrestrial	Rural lanscapes close to a montainous region with high biodiversity	Field sampling	0	0	Interviewing farmers from the study site	Biodiversity values ... Australia	1	0	0	NA	1	0	0	1	Biodiversity value, biodiversity uses, Farmers' opinion on what biodiversity means	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA
3868	WOS:000439733400015	Winners and losers in the wilderness: response of biodiversity to the abandonment of ancient forest pastures	Biodiversity and Conservation	09/01/2018	10.1007/s10531-018-1585-z	7	Large areas of formerly oak-dominated woodlands are currently managed for timber products, and if they are used in a conservation-oriented way, they are often abandoned and left to become wilderness. We focused on the situation when an oak woodland is still partly managed as an ancient game park and partly abandoned as a nature conservation amendment. We studied this effect using a multi-taxa approach with lichens, fungi and beetles and investigated their response to the changing patterns in canopy openness, dead wood distribution and host tree conditions. The study was done in the Hradec Kralov, region of the Czech Republic. We found that the maintenance of canopy openness, as determined by management, was the primary driver influencing species composition. Canopy closure led to homogenization of the beetle and lichen communities and the loss of species. Fungi were mainly driven by the amount of dead wood, and abandonment favored their species richness. The creation of a new wilderness was only profitable for fungi, and the maintenance of canopy openness was an important driver for most of the studied taxa (i.e., biodiversity maintenance). Canopy openness and the presence of veteran trees could be used as an indicator of a management history that helps conserve biodiversity. Appropriate conditions for all taxa studied could be fulfilled using wood pasturing or game keeping in combination with dead tree retention.	Horak, Jakub ; Pavlicek, Jan ; Kout, Jiri ; Halda, Josef P.	4	499325 ; 32269513 ; 1836687 ; 3446726	Czech Republic ; Czech Republic ; Czech Republic ; Czech Republic ; Czech Republic	canopy openness ; dead wood ; veteran trees ; epiphytic lichens ; wood-inhabiting fungi ; saproxylic beetles	2018	Fernando Urbano	yes	Palearctic	Hradec Králové region, Czech Republic	2011	Terrestrial	Partly abandoned old oak forests managed as game parks	Field sampling	0	0	Direct observations, trunk tree traps	Response of biodiversity ... forest	0	0	1	Lichens, fungi, beetles	1	0	0	0	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	They study lichens, so Ascomycota, Basidiomycota, Algae and Cyanobacteria are included
3984	WOS:000287620000012	Probing chaos and biodiversity in a simple competition model	Ecological Complexity	03/01/2011	10.1016/j.ecocom.2010.08.004	19	Recent theoretical work has reported that chaos facilitates biodiversity. In this paper, we study the lowest-dimensional Lotka-Volterra competition model that exhibits chaotic trajectories, a model with four species. We observe that interaction and growth parameters leading respectively to extinction of three species, or coexistence of two, three or four species, are for the most part arranged in large regions with clear boundaries. Small islands of parameters that lead to chaos are also found. These regions where chaos occurs are, in the three cases presented here, situated at the interface between a non-chaotic four-species region and a region where extinction occurs. This implies a high sensitivity of biodiversity with respect to parameter variations in the chaotic regions. Additionally, in regions where extinction occurs which are adjacent to chaotic regions, the computation of local Lyapunov exponents reveals that a possible cause of extinction is the overly strong fluctuations in species abundances induced by local chaos at the beginning of the interval of study. For this model, we conclude that biodiversity is a necessary condition for chaos rather than a consequence of chaos, which can be seen as a signal of a high extinction risk. (C) 2010 Elsevier B.V. All rights reserved.	Roques, Lionel ; Chekroun, Mickael D.	2	996059 ; 1554741	France ; France ; USA ; USA	biodiversity ; chaos ; lotka-volterra ; competition model ; lyapunov exponent ; local lyapunov exponent ; simulated annealing	2011	Fernando Urbano	yes	Global	NA	NA	NA	NA	Simulation	0	0	Using Lotka-Volterra model	Biodiversity	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I think they mean species number but calling it biodiversity, I find it a bit…not totally right
4918	WOS:000168059700010	Global biodiversity and the ancient carbon cycle	Proceedings of the National Academy of Sciences of the United States of America	04/10/2001	NA	33	Paleontological data for the diversity of marine animals and land plants are shown to correlate significantly with a concurrent measure of stable carbon isotope fractionation for approximately the last 400 million years. The correlations can be deduced from the assumption that increasing plant diversity led to increasing chemical weathering of rocks and therefore an increasing flux of carbon from the atmosphere to racks, and nutrients from the continents to the oceans. The CO2 concentration dependence of photosynthetic carbon isotope fractionation then indicates that the diversification of land plants led to decreasing CO2 levels, while the diversification of marine animals derived from increasing nutrient availability. Under the explicit assumption that global biodiversity grows with global biomass, the conservation of carbon shows that the long-term fluctuations of CO2 levels were dominated by complementary changes in the biological and fluid reservoirs of carbon, while the much larger geological reservoir remained relatively constant in size. As a consequence, the paleontological record of biodiversity provides an indirect estimate of the fluctuations of ancient CO2 levels.	Rothman, DH	1	300246	USA	NA	2001	Fernando Urbano	yes	Global	NA	NA	Saltwater ; Terrestrial	NA	Review/Opinion	0	0	NA	Global biodiversity	0	0	0	Marine animals, land plants	1	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	The study includes foraminiferans and radiolarians, not included on the list here
5314	WOS:000392037500032	Bioenergy and biodiversity: Intensified biomass extraction from hedges impairs habitat conditions for birds	Journal of Environmental Management	02/01/2017	10.1016/j.jenvman.2016.11.052	3	Biomass is increasingly used as an alternative source for energy in Europe. Woody material cut from hedges is considered to provide a suitable complement to maize and oilseed rape, which are currently the dominant biomass sources. Since shrubs and trees are also important habitats for birds, however, coppicing of hedges at the landscape scale may adversely affect the diversity of the avifauna. To evaluate this risk, we estimated the response of hedge birds to three management scenarios differing in cutting intensity and hedge selection. The analysis was done using hedge data of the Lautertal municipality (n = 339 hedges; Vogelsberg area, Hesse, Germany), It focused on 25 bird species, which are all listed in the hedge programme of the German Ornithological Stations. Information on the preferences of these birds for certain hedge features such as height or width was gathered by an extensive literature review. A cluster analysis on the consolidated literature data allowed us to identify three groups of birds according to their preference for certain hedge attributes. Two groups, which included Yellowhammer (Emberiza citrinella L.) (i) and Blackbird (Turdus merula L.) (ii), favoured trees located in hedges, but differed in their preference for hedge shape, with (i) being attracted by long and broad hedges and (ii) by high hedges. The third group, which included the Whitethroat (Sylvia communis L), preferred small hedges with gaps and medium vegetation density. Spatially explicit suitability models based on these data allowed us to predict the status quo of hedge suitability for these species groups. Field surveys proved the accuracy of the predictions to be sufficient, since the hedge suitability predicted was significantly and positively correlated to the occurrence of 9 out of the 12 testable focal species. Our models predicted biomass extraction to almost always reduce hedge suitability for the three bird groups. Concerning the Yellowhammer and the Blackbird group, a high level of biomass extraction reduced hedge suitability by approximately 20%. We thus conclude that intensively extracting biomass can significantly reduce hedge suitability for birds, despite considerable differences in habitat requirements. Considering the variable response of the bird groups to our scenarios as well as the variation in habitat occupancy by birds, however, cutting woody material from hedges nevertheless provides an option to reduce adverse effects of bioenergy production on biodiversity at the landscape scale, as long as hedge management is based on the best knowledge available. (C) 2016 Elsevier Ltd. All rights reserved.	Sauerbrei, Ralf ; Aue, Birgit ; Krippes, Christian ; Diehl, Eva ; Wolters, Volkmar	5	12585666 ; 7757732 ; 11693201 ; 6359622 ; 172031	Germany	land-use scenario ; knowledge-based model ; field validation ; ecosystem service ; hedge management ; evidence-based conservation	2017	Fernando Urbano	yes	Palearctic	Lautertal, Vogelsberg area, Hesse, Germany	2012-2013	Terrestrial	Semi-natural hedges in grassland and crops	Big data ; Review/Opinion	0	0	Database and literature review	Biodiversity ... birds	0	1	1	Birds	1	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
5425	WOS:000260367100007	How Many Species Are There? Public Understanding and Awareness of Biodiversity in Switzerland	Human Ecology	10/01/2008	10.1007/s10745-008-9194-1	83	This paper presents the results of interviews and a questionnaire study on public knowledge of the concept of biodiversity and of plant species richness in Switzerland. Despite its extensive use in science and policy making, the concept of biodiversity is not widely recognized or known to people in Switzerland. Overall, 60% of all study participants (161 grammar school pupils, 110 non-graduates, and 96 graduates in the Canton of Zurich) had never heard the term biodiversity, while the others had come across it primarily in the media. Few study participants considered their school education a relevant source of information about biodiversity. Study participants most frequently referred to the diversity of plants and animals when defining biodiversity, but also quite often believed that biodiversity had something to do with ecological concepts such as the equilibrium between all components of nature. Both young people and adults held widely inaccurate ideas of the plant species richness of communities. Particularly for Switzerland, plant species richness was strongly overestimated.	Lindemann-Matthies, Petra ; Bose, Elisabeth	2	1606681 ; 7013557	Switzerland	biological diversity ; plant species richness ; public knowledge ; survey	2008	Fernando Urbano	yes	Palearctic	Switzerland	2003-2005	Terrestrial	NA	Field sampling	0	0	Interviews	Biodiversity ... Switzerland	1	0	0	Plants	1	0	0	1	People's knowledge on the concept of biodiversity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
5496	WOS:000231075400010	Simulated climate change altered dominance hierarchies and diversity of an alpine biodiversity hotspot	Ecology	08/01/2005	NA	167	Alpine and arctic ecosystems may be particularly vulnerable to climate change. We know little about alpine plant community responses to the predicted abiotic changes, or to possible changes in the biotic environment caused by climate change. Four years of experimental warming and nutrient addition altered dominance hierarchies, community structure, and diversity of an alpine biodiversity hotspot in south Norway. The previously dominant dwarf shrub Dryas octopetala was replaced by graminoids and forbs under nutrient addition and warming with nutrients. Community diversity declined due to decreased bryophyte and lichen richness and abundances, and dwarf shrub abundances. In controls and in plots with only warming, where Dryas maintained dominance, the relationships between changes in Dryas cover and changes in community parameters were negative, suggesting that Dryas controls community processes. Under nutrient addition, bryophyte and lichen diversity decreased with decreasing Dryas cover, probably due to increased competition from graminoids and forbs. The shift in dominance hierarchies changed community structure and dynamics through increased biomass, vegetation height, and competition for light. Community diversity dropped primarily because changes in the abiotic environment modified biotic interactions, highlighting that species interaction must be considered in climate change experiments and in models predicting climate change effects.	Klanderud, K ; Totland, O	2	37527721 ; 389793	Norway	alpine tundra ; competition ; dominant species ; dryas octopetala ; functional groups ; nutrient addition ; open top chambers ; plant community diversity ; south norway ; species interactions ; warming	2005	Fernando Urbano	yes	Palearctic	South Norway	2000-2003	Terrestrial	Alpine tundra	Field sampling	0	0	Experiments in the field	Alpine biodiversity hotspot	1	0	0	Plants, bryophytes, lichens	1	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	They study lichens, so Ascomycota, Basidiomycota, Algae and Cyanobacteria are included
5903	WOS:000540278400005	Testing the performance of ecosystem indices for biodiversity monitoring	Ecological Indicators	09/01/2020	10.1016/j.ecolind.2020.106453	1	Understanding how biodiversity is changing is a crucial step in mitigating our environmental impacts. Biodiversity indicators synthesise and communicate status and trends in biodiversity, including progress towards global targets. Despite their importance in decision making, few indicators have been tested for their performance and behaviour. Here, we tested the sensitivity, responsiveness and complementarity of three indices synthesising status and trends in collapse risk, spatial distribution and health of ecosystems (i.e., the IUCN Red List Index of Ecosystems, the Ecosystem Area index, and the Ecosystem Health Index). We used a stochastic coral reef ecosystem model to evaluate the indices ability to detect changes in biodiversity under various future scenarios. We aimed to: i) test the indices sensitivity to detecting change under low and high threat; ii) examine their responsiveness in detecting changes at the onset of and changes in threat levels; iii) assess complementarity among the indices trends and values; and iv) explore the impact on the indices sensitivity and responsiveness to sampling decisions, including the scale of ecosystem classification, ecological variables used in their calculation, and frequency of reporting. Our study revealed that the ecosystem indices are sensitive, responsive and offer complementary information on changes in ecosystems, although the Red List Index of Ecosystems sometimes behaved counter-intuitively. The indices sensitivity and responsiveness depended on the nature of the threats and could be adversely affected by decisions made in the assessment process; careful variable selection in the Red List of Ecosystems assessment process is critical to reliability detecting ecosystem change. Our results suggest that that 5-year intervals in ecosystem assessment can reveal informative trends, suggesting that current guidelines for reassessment are sufficient. Our study is one of the few examples of a systematic evaluation of biodiversity indicator performance. Our findings will help improve our understanding of the reliability of these ecosystem indices as decision-support tools in local to global contexts.	Rowland, Jessica A. ; Lee, Calvin K. F. ; Bland, Lucie M. ; Nicholson, Emily	4	4255581 ; 26879083 ; 2525231 ; 815932	Australia ; Australia	biodiversity indicators ; ecosystem model ; indicator testing ; iucn red list of ecosystems ; meso-american reef ; sustainable development goals	2020	Fernando Urbano	yes	Neotropical	The Meso-American Reef (Mexico, Belize, Guatemala, Honduras)	NA	Saltwater	Coral reefs	Simulation	0	0	"They used a stochastic ‘whole-of-ecosystem’ simulation model (Coral
Reef Scenario Evaluation Tool (Melbourne-Thomas, 2010))"	Biodiversity monitoring	0	0	0	Corals, fishes, algae, urchins	0	0	1	0	NA	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
5935	WOS:000509457300001	Public Opinion Towards Gene Drive as a Pest Control Approach for Biodiversity Conservation and the Association of Underlying Worldviews	Environmental Communication-a Journal of Nature and Culture	1/23/2020	10.1080/17524032.2019.1702568	10	Synthetic gene drive approaches are nascent technologies with potential applicability for pest control for conservation purposes. Responsible science mandates that society be engaged in a dialogue over new technology, particularly where there exist global ramifications as with gene drive. We hypothesize that public attitudes towards gene drive are not formed on scientific knowledge or demographics alone, but are heavily influenced by underlying worldviews, which encapsulate a broad and interactive system of attitudes, beliefs, and values. To test this, we conducted a national survey in New Zealand (n = 8199) and found that respondents clustered into four distinct segments with underlying worldviews, better able to explain attitudes toward gene drive than either the participants' scientific knowledge or other explanatory factors such demographics, political ideology or religiosity. We found that the use of gene drive for biodiversity conservation currently has moderate (32%) levels of support in New Zealand but that varied substantially across the four segments. Should gene drive become a technically viable approach for pest control, understanding the worldviews that shape public decision-making can guide a more empathetic engagement process and empower society to participate in informed decision-making about if and how gene drive should be used for conservation purposes.	MacDonald, Edith A. ; Balanovic, Jovana ; Edwards, Eric D. ; Abrahamse, Wokje ; Frame, Bob ; Greenaway, Alison ; Kannemeyer, Robyn ; Kirk, Nick ; Medvecky, Fabien ; Milfont, Taciano L. ; Russell, James C. ; Tompkins, Daniel M.	12	3725680 ; 23611456 ; 4466657 ; 1806073 ; 2248212 ; 6161277 ; 33967633 ; 2717940 ; 4518370 ; 372159 ; 29288689 ; 413693	New Zealand ; New Zealand ; New Zealand ; New Zealand ; New Zealand ; New Zealand ; New Zealand ; New Zealand ; New Zealand	synthetic biology ; responsible science ; values ; crispr ; invasive species	2020	Fernando Urbano	yes	Australasian	New Zealand	2017	NA	NA	Field sampling	0	0	Online interviews	Biodiversity conservation	0	0	0	NA	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
5965	WOS:000244205200043	Preserving the evolutionary potential of floras in biodiversity hotspots	Nature	2/15/2007	10.1038/nature05587	568	One of the biggest challenges for conservation biology is to provide conservation planners with ways to prioritize effort. Much attention has been focused on biodiversity hotspots(1). However, the conservation of evolutionary process is now also acknowledged as a priority in the face of global change(2). Phylogenetic diversity (PD) is a biodiversity index that measures the length of evolutionary pathways that connect a given set of taxa(3,4). PD therefore identifies sets of taxa that maximize the accumulation of 'feature diversity'. Recent studies, however, concluded that taxon richness is a good surrogate for PD5-9. Here we show taxon richness to be decoupled from PD, using a biome-wide phylogenetic analysis of the flora of an undisputed biodiversity hotspot - the Cape of South Africa. We demonstrate that this decoupling has real-world importance for conservation planning. Finally, using a database of medicinal and economic plant use(10), we demonstrate that PD protection is the best strategy for preserving feature diversity in the Cape. We should be able to use PD to identify those key regions that maximize future options, both for the continuing evolution of life on Earth and for the benefit of society.	Forest, Felix ; Grenyer, Richard ; Rouget, Mathieu ; Davies, T. Jonathan ; Cowling, Richard M. ; Faith, Daniel P. ; Balmford, Andrew ; Manning, John C. ; Proches, Serban ; van der Bank, Michelle ; Reeves, Gail ; Hedderson, Terry A. J. ; Savolainen, Vincent	13	35137806 ; 1580572 ; 324038 ; 99085 ; 45566 ; 330618 ; 126198 ; 71399 ; 630269 ; 312612 ; 6439092 ; 369090 ; 186696	South Africa ; South Africa ; England ; South Africa ; USA ; USA ; South Africa ; Australia ; England ; South Africa ; South Africa	NA	2007	Fernando Urbano	yes	Afrotropical	The Cape of South Africa	NA	Terrestrial	fynbos	Big data ; Field sampling ; Simulation	0	0	DNA sequencing and phylogeny reconstruction.	Biodiversity hotspots	0	0	0	Angiosperms	1	1	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
7111	WOS:000434752900029	Mainstreaming marine biodiversity into the SDGs: The role of other effective area-based conservation measures (SDG 14.5)	Marine Policy	07/01/2018	10.1016/j.marpol.2017.08.019	27	"This article explores the concept of \""other effective area-based conservation measures\"" (OECMs) in the context of the UN Convention on Biological Diversity (CBD) Aichi Biodiversity Target 11 on marine protected areas and OECMs and its linkages to the Sustainable Development Goals (SDGs). It argues that mainstreaming biodiversity through CBD Aichi Biodiversity Targets' implementation into the SDGs can contribute to a more systemic and comprehensive implementation of SDG 14.5 on conservation of at least 10% of marine and coastal areas. It argues that OECMs can complement MPAs and contribute to ecologically representative and effectively managed marine protected areas systems integrated into broader governance systems such as marine spatial planning. Selected global and local sectoral conservation measures are therefore highlighted in this analysis as potential forms of OECMs. At the local level, a case study of ecologically or biologically significant marine areas managed as locally managed marine areas (LMMAs) in Mozambique is discussed. This case study explores how multiple use LMMAs, which respond to short-term fisher's needs and targeted biodiversity conservation, could contribute to the achievement of specific SDGs on food security, poverty elimination and resilient ecosystems if properly supported by long-term investments, strong institutions and integrated oceans management."	Diz, Daniela ; Johnson, David ; Riddell, Michael ; Rees, Sian ; Battle, Jessica ; Gjerde, Kristina ; Hennige, Sebastian ; Roberts, J. Murray	8	7138878 ; 1272592 ; 1045606 ; 1623142 ; 28674375 ; 980680 ; 1578902 ; 719804	Scotland ; England ; Scotland ; England ; Switzerland ; Switzerland ; Scotland	other effective area-based conservation measures ; marine protected areas ; marine biodiversity ; ecosystem services ; food security ; ecosystem approach	2018	Fernando Urbano	yes	Afrotropical	Northern Mozambique	NA	Saltwater	Marine protected areas	Big data ; Review/Opinion	0	0	NA	Marine biodiversity	0	0	1	Marine living beings	1	1	1	0	NA	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
7430	WOS:000209844100039	The Pacific Northwest National Laboratory library of bacterial and archaeal proteomic biodiversity	Scientific Data	01/01/2015	10.1038/sdata.2015.41	10	This Data Descriptor announces the submission to public repositories of the PNNL Biodiversity Library, a large collection of global proteomics data for 112 bacterial and archaeal organisms. The data comprises 35,162 tandem mass spectrometry (MS/MS) datasets from similar to 10 years of research. All data has been searched, annotated and organized in a consistent manner to promote reuse by the community. Protein identifications were cross-referenced with KEGG functional annotations which allows for pathway oriented investigation. We present the data as a freely available community resource. A variety of data re-use options are described for computational modelling, proteomics assay design and bioengineering. Instrument data and analysis files are available at ProteomeXchange via the MassIVE partner repository under the identifiers PXD001860 and MSV000079053.	Payne, Samuel H. ; Monroe, Matthew E. ; Overall, Christopher C. ; Kiebel, Gary R. ; Degan, Michael ; Gibbons, Bryson C. ; Fujimoto, Grant M. ; Purvine, Samuel O. ; Adkins, Joshua N. ; Lipton, Mary S. ; Smith, Richard D.	11	306863 ; 163325 ; 35901424 ; 4091793 ; 10787889 ; 6495308 ; 4788408 ; 380676 ; 166826 ; 246303 ; 1386	USA ; USA	glycopeptides ; immunochemistry ; membrane activity ; glycolipids ; genetic strain ; immunomodulators ; guinea pigs ; mycobacterium tuberculosis ; cell membrane ; nuclear magnetic resonance spectroscopy ; mycobacterium leprae ; mycobacterium ; membrane lipids ; laboratory rabbit ; host organism interaction ; surface property ; chemical structure function ; electron microscopy ; trehalose ; macrophage ; virulence ; gas chromatography ; drug design /synthesis /production ; saturated fatty acids ; laboratory mouse ; agglutination reaction ; surface antigens ; insight ; malignant neoplasm of pancreas ; area ; work ; technology development ; beds ; measurement ; new technology ; resources ; role ; development ; improved ; sample size ; problem solving ; research ; research project grants ; process ; biological ; technology research and development ; post-translational protein processing ; alzheimer&apos;s disease ; sampling ; diabetes mellitus ; automobile driving ; communities ; interest ; proteomics ; geography ; success ; knowledge ; testing ; cells ; data ; technology ; peptides ; bioinformatics ; goals ; evaluation ; publications ; awareness ; generations ; biomedical research ; high throughput technology ; isomerism ; time	2015	Fernando Urbano	yes	NA	NA	NA	NA	NA	Other ; Review/Opinion	0	1	Mass spectrometry, they studied microbial proteins and published the results	Bacterial and achaeal proteomic biodiversity	0	1	0	Bacteria and Achaea	1	1	1	1	All of this is about diversity of proteins of the species studied, not organismal biodiversity, so I am not sure about taxonomic, phylogenetic and functional diversity; they mention them, but for proteins.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	"The use of the term biodiversity, especially in the title, looks a bit gratuitous to me. Is ""protein biodiversity"" a thing? Also, coming from in vitro experiments, I decided to write ""Other"" for Method data collection."
